category,title,excerpt,date,link,author,content,image
sports,Champions League: Three in three for Bellingham as Real Madrid win in Braga,Jude Bellingham scored his third goal in as many Champions League appearances for Real Madrid as the Spanish side won 2-1 away to Braga in Portugal on Tuesday. Rodrygo put Real ahead and England star ...,"<span class=""post-date"">24th October 2023</span>",https://punchng.com/champions-league-three-in-three-for-bellingham-as-real-madrid-win-in-braga/,  Olaniyi Apanpa,"Jude Bellingham scored his third goal in as many Champions League appearances for Real Madrid as the Spanish side won 2-1 away to Braga in Portugal on Tuesday.
Rodrygo put Real ahead and England star Bellingham made it 2-0 just after the hour mark, with Carlo Ancelotti’s side then holding on after Alvaro Djalo pulled one back for Braga.
The result leaves Madrid in a strong position with the maximum nine points from three games in Group C, three ahead of Napoli who beat Union Berlin 1-0 away in Germany.
After a cagey start, Nacho released Vinicius down the left flank and the Brazilian stood Serdar Saatci up before squaring for a sliding Rodrygo to give Madrid the lead on 16 minutes.


  
Madrid briefly thought they had doubled their lead 10 minutes before half-time when Rodrygo slotted the ball into an empty net, but Vinicius had strayed offside as Eduardo Camavinga played him in near the halfway line.
Bellingham doubled Madrid’s lead on 61 minutes when he stroked the ball into the bottom corner from the edge of the box after being teed up by Vinicius.
It was his 11th goal in all competitions for Real since joining the record 14-time European champions from Borussia Dortmund ahead of this season.        Related News   Napoli will miss Osimhen – Garcia  BREAKING: Eden Hazard retires from professional football at 32  La Liga: Bellingham stars again as Madrid hammer Osasuna   
However, the home side halved the deficit just two minutes later when Djalo powered a near-post drive past Kepa Arrizabalaga.
Braga then introduced the dangerous Bruma, who was only deemed fit enough to start on the bench. The change nearly paid off on 70 minutes when a Ricardo Horta drive was spooned just wide by Arrizabalaga.
Vinicius thought he had added a goal to his two assists on 82 minutes, but the assistant’s flag denied him with Madrid looking to kill off the game.
A VAR check for a penalty in the 89th minute was Braga’s last hope for an equaliser as Madrid ground out a hard-fought victory.
The Spanish side will be looking to book their place in the round of 16 when they host Braga in the return fixture on November 8.
Given the nod to start up front, Brazilian attacker Rodrygo will be hoping his goal will ensure his place in the starting XI for Saturday’s Clasico away to Barcelona.
AFP",https://cdn.punchng.com/wp-content/uploads/2023/10/24222253/33Z37M4-Preview.jpg
sports,UCL: Inter squeeze past Salzburg to move top of Group D,Inter Milan took provisional lead of Champions League Group D on Tuesday after winning a tough contest with Salzburg 2-1 at a packed San Siro. Goals in each half from Alexis Sanchez and Hakan Calhanog...,"<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/ucl-inter-squeeze-past-salzburg-to-move-top-of-group-d/,  Makua Ubanagu,"Inter Milan took provisional lead of Champions League Group D on Tuesday after winning a tough contest with Salzburg 2-1 at a packed San Siro.
Goals in each half from Alexis Sanchez and Hakan Calhanoglu were enough for Inter to move up to seven points, three ahead of Real Sociedad who are at bottom side Benfica later on Tuesday.
Simone Inzaghi’s side were good value for their win but were made to sweat for the three points as Salzburg caused the hosts problems and were briefly level when Oscar Gloukh stroked home a classy finish in the 57th minute.
A four-point gap between Inter and third-placed Salzburg makes qualification for the knockout stages more likely regardless of how Sociedad do in Portugal.


  
Sanchez’s finish will also cheer Inzaghi as it showed he can drop one of star strike pairing Lautaro Martinez and Marcus Thuram without losing goal threat.
The Chile striker was a surprise pick in place of Thuram from Inzaghi, who also dropped star left-back Federico Dimarco and Nicolo Barella to the bench with a big Serie A clash with Roma coming up at the weekend.
Sanchez, 34, is now the highest scoring Chilean in Champions League history with 16 goals.      
Salzburg had if anything had the better of the play in the early stages but Sanchez pounced on Inter’s first real chance of the game to put the hosts ahead in the 19th minute.  Related News   UCL: Musiala lifts Bayern to victory at Galatasaray  Italian giants Inter, Juve battle for Lookman  Newcastle thrash PSG on memorable Champions League homecoming    
Henrikh Mkhitaryan tried to feed Davide Frattesi who had made a burst into the box but his misplaced pass instead found Sanchez, who calmly stroked home his first Inter goal since returning from Marseille.
That goal took the wind out of Salzburg’s sails and Inter pressed for a second, but the closest they came in the first half was in the 32nd minute when Denzel Dumfries’ cross was almost turned in by Amar Dedic.
Inter almost doubled their lead in the 56th minute when Carlos Augusto flashed just wide but seconds later Gloukh drew Salzburg level with a brilliant first-time finish reminiscent of Sanchez’s opener after good play from Roko Simic and Maurits Kjaergaard.
However Inter responded and were soon back in the lead when Lucas Gourna-Douath and Strahinja Pavlovic clumsily bundled over Frattesi and referee Francois Letexier quickly pointed to the penalty spot.
Calhanoglu made no mistake with his spot-kick, rifling home what turned out to be the winning goal to the right of Alexander Schlager.
Lautaro Martinez thought he had sealed the points for Inter in the 81st minute, but the strike was ruled out, Frattesi straying offside before flashing a low cross for the Argentina forward.        
Salzburg pushed for a leveller but Inter held out for a win which will boost their chances of another deep run in the competition.
AFP",https://cdn.punchng.com/wp-content/uploads/2023/10/24201411/Inter-Milan-e1698174851758.jpeg
sports,UCL: Musiala lifts Bayern to victory at Galatasaray,"Jamal Musiala assisted one and scored another as Bayern Munich won 3-1 at Galatasaray on Tuesday, extending their stellar Champions League group stage record to 17 straight wins. Musiala charged up th...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/ucl-magic-musiala-lifts-bayern-to-victory-at-galatasaray/,  Makua Ubanagu,"Jamal Musiala assisted one and scored another as Bayern Munich won 3-1 at Galatasaray on Tuesday, extending their stellar Champions League group stage record to 17 straight wins.
Musiala charged up the middle of the park to help create the opener for Kingsley Coman early, before Argentina striker Mauro Icardi won and converted a penalty to level the scores.
Musiala, still just 20, laid on a goal for Harry Kane before the England captain returned the favour, allowing the Germany midfielder to get a goal of his own.
Six-time winners Bayern came into the game hoping to protect a remarkable recent record in the Champions League.


  
The German champions travelled to Istanbul unbeaten in their past 36 matches in the group stages, including 19 away games.
Galatasaray, the only Turkish team to have won a European trophy having lifted the Europa League in 2000, were on a streak of their own, chalking up 17 matches without a loss before Bayern’s visit.
Coman got Bayern off to the best possible start, turning in a pinpoint Musiala pass after just eight minutes, his fourth goal in his past three games for the visiting Germans.      
Much of the pre-match talk surrounded the availability of Galatasaray’s Argentina striker Icardi.
While Tuchel said on Monday “my information is that he’s out for a while”, the former Paris Saint-Germain striker was named up front for the 24-time Turkish champions.  Related News   UCL: Inter squeeze past Salzburg to move top of Group D  UCL: Bayern, Galatasaray fans clash ahead of Istanbul match  Bundesliga: Kane scores as Bayern win at Mainz, Leverkusen go top   
Icardi soon made his presence felt, drawing a clumsy lunge in the box from Joshua Kimmich to win a penalty after 29 minutes.
The forward forced a dive from Bayern goalkeeper Sven Ulreich, while he casually chipped a Panenka in to equalise.
Icardi then had a golden chance to give the hosts the lead a minute before the break, but Bayern defender Kim Min-jae arrived, forcing the striker to spray his shot wide.
As the second-half wore on, the home side turned up the volume in pursuit of a winner but it would be the visitors who struck next, Kane back-heeling in another Musiala assist.
Kane now has 11 goals in 12 games in all competitions for Bayern since making the move from Tottenham in the summer.        
Musiala then got on the scoresheet himself, slamming a Kane assist past goalkeeper Fernando Muslera to put the match beyond doubt.
Bayern have now not lost a match in the group stages since September 2017.
AFP",https://cdn.punchng.com/wp-content/uploads/2023/10/24201016/Bayern-Munich-e1698174616811.jpeg
sports,"UCL: Bayern, Galatasaray fans clash ahead of Istanbul match","Ahead of their Champions League match, approximately 100 fans from Bayern Munich and Galatasaray were involved in a clash in Istanbul’s prominent bar area. Turkish media reports that four German...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/ucl-bayern-galatasaray-fans-clash-ahead-of-istanbul-match/,  Makua Ubanagu,"Ahead of their Champions League match, approximately 100 fans from Bayern Munich and Galatasaray were involved in a clash in Istanbul’s prominent bar area.
Turkish media reports that four German fans and one Turkish fan sustained minor injuries, with no charges filed. Street cameras captured fans throwing chairs and small objects along the main street in Istanbul’s Beyoglu district.
The tourist district, known for its bars often visited by Galatasaray fans, saw a disturbance when fans began to focus on one of the team’s merchandise stores.  Related News   UCL: Musiala lifts Bayern to victory at Galatasaray  Man Utd risk early Champions League exit after Galatasaray defeat  Sanchez, Ndombele leave Spurs for Galatasaray   
According to the IHA news agency, 70 German and 30 Turkish fans were involved in the altercation. The German consulate in Istanbul has not yet responded to enquiries.
Bayern Munich holds a record of 36 unbeaten matches in the Champions League group stage and currently leads Group A ahead of Tuesday’s match.
Meanwhile, Galatasaray occupies the second position in the group and is coming off a notable victory against Manchester United in their previous group-stage match.",https://cdn.punchng.com/wp-content/uploads/2023/10/24130042/Bayern-vs-Gala.jpeg
sports,Everton chairman Bill Kenwright dies at 78,"The long-serving chairman of Everton, Bill Kenwright, has passed away at the age of 78. According to Skysports on Tuesday, the club officially confirmed his death in a statement on its website, expres...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/everton-chairman-bill-kenwright-dies-at-78/,  Hannah Johnson,"The long-serving chairman of Everton, Bill Kenwright, has passed away at the age of 78.
According to Skysports on Tuesday, the club officially confirmed his death in a statement on its website, expressing their deep sadness over the loss of their chairman.
The statement said, “The club has lost a chairman, a leader, a friend, and an inspiration. The thoughts and prayers of everyone at Everton are with his partner Jenny Seagrove, his daughter Lucy Kenwright, grandchildren, and everybody who knew and loved him.”
Bill Kenwright’s association with Everton dates back to 1989 when he first joined the board, later becoming deputy chairman in 1999 after acquiring a majority share in the club.   Related News   Abia vows to promote sporting activities through school competition  Sports boost economic growth— Foundation  JUST IN: Ex-Chair, Committee of Vice Chancellors, Edoumiekuno, is dead   
His tenure as chairman of Everton spanned nearly two decades.
Kenwright had been battling liver cancer, receiving a diagnosis in early August. He recently left the hospital after undergoing emergency surgery to remove a cancerous tumor.
Earlier this year, Bill Kenwright agreed to stay on Everton’s board at the request of the club’s owner, Moshiri, to assist during a transitional phase. Moshiri, who began investing in Everton in 2016, finalised the sale of the club to 777 Partners last month, pending regulatory approval.",https://cdn.punchng.com/wp-content/uploads/2023/10/25070021/skysports-premier-league-everton_6333674.jpg
sports,Yekini’s posthumous  60th birthday: Top10 moments of the ‘Goalsfather’,"The football world has produced many iconic figures over the years, but few have left a mark as indelible as Rashidi Yekini, who died May 4, 2012 aged 48. A name that echoes with adoration among Afric...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/yekinis-posthumous-60th-birthday-top10-moments-of-the-goalsfather/,  Peter Akinbo,"The football world has produced many iconic figures over the years, but few have left a mark as indelible as Rashidi Yekini, who died May 4, 2012 aged 48. A name that echoes with adoration among African football enthusiasts, Yekini’s journey through the beautiful game was nothing short of extraordinary. His prolific goal-scoring, passion, and unique celebrations made him a beloved figure, and his legacy lives on as Google celebrated the late icon’s 60th birthday by creating a doodle of the man who scored Nigeria’s first ever World Cup goal.
Nicknamed the ‘Goals Father’, Yekini is Nigeria’s top scorer with 37 goals and is widely considered the greatest Nigerian striker and one of the best in Africa.
Here, PUNCH Sports Extra celebrates the Top 10 moments of Yekini, who would have been 60 on Monday
First Eagles goal


  
Born on October 23, 1963 in Kaduna, Yekini’s remarkable football journey began in earnest when he scored his first goal for the Super Eagles on April 6, 1985 against Kenya in the 1986 World Cup qualifiers. This moment marked the beginning of a prolific international career, one that would see him become the Eagles’ all-time leading scorer with 37 goals in 58 appearances.
Three-time topscorer
He was the highest scorer in the Ivory Coast topflight league for three consecutive years (1988, 1989 and 1990) while playing in the colours of Africa Sports.      
AFCON 1992 Golden Boot 
Yekini scored four goals to claim the Golden Boot, as he led Nigeria to a bronze medal finish at the AFCON 1992 in Senegal.
African Footballer of The Year
In 1993, he was crowned the African Footballer of The Year, the first Nigerian to be so honoured, after his goals fired the Eagles to a first-ever qualification for the World Cup in 1994.
Triple haul at AFCON 1994  Related News   Google, others celebrate Yekini’s posthumous 60th birthday  Rashidi Yekini@60: 12 things to know about the late ‘goalsfather’  Rashidi Yekini @60: Google Doodle pays tribute to iconic Nigerian footballer   
For the second time, Yekini claimed the AFCON Golden Boot in 1994 with five goals in Tunisia, but this time, the then 30-year-old, at the peak of his powers, led the Eagles to their second AFCON title, as he also claimed the tournament’s best player award. On his return to Nigeria, the Federal Government honoured him with the Member of The Order of The Niger award.
First World Cup goal        
Nigeria’s maiden appearance at the FIFA World Cup in 1994 was historic, and Yekini played a pivotal role in etching this moment in football history. In the opening game against highly fancied Bulgaria, the former Vitoria Setubal man netted Nigeria’s first-ever goal in a World Cup, in a 3–0 win against the Europeans, with his celebration after scoring, crying while holding the goal’s net, becoming one of the iconic images of the tournament and the 1998 FIFA World Cup.
True Goals Father
Ye-King as he was also fondly called, had a blistering goals-laden club career. He scored 45 league goals in 53 games for his first club Shooting Stars, 80 goals in 100 games for Abiola, 112 goals in 130 games for Ivorian giants Africa Sports, 94 goals in 148 Babes for Portuguese side Setubal and many more.
Primeira Liga Golden Boot
The late striker was the top scorer in the Portuguese Primeira Liga in the 1993/94 season after finding the back of the net 21 times to win the Golden Boot in his last season with Vitoria Setubal.
34-goal season
In the previous campaign (1992/93), Yekini netted a career-best 34 goals in only 32 games to help Setubal secure promotion from the Portuguese second division to the Primeira Liga.      
Return from retirement
In April 2005, 41-year-old Yekini made a short comeback, moving alongside former national teammate Mobi Oparaku to Gateway United FC. The veteran proved he still knew how to find the net, scoring seven goals in 26
appearances.",https://cdn.punchng.com/wp-content/uploads/2023/10/23134639/183955-scaled.webp
sports,"1XBET Cup: Chekas, others win","The LASU Conference of the maiden 1XBET Cup started on a high note, with the opening matches in Group A and Group B, producing eight goals. In the first game of match-day 1, Chekas FC defeated LASU Bl...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/1xbet-cup-chekas-others-win/,Agency Report,"The LASU Conference of the maiden 1XBET Cup started on a high note, with the opening matches in Group A and Group B, producing eight goals.
In the first game of match-day 1, Chekas FC defeated LASU Blazers 2-0 courtesy of goals from Okeke James and Effiong Anthony in the 21st and 58th minutes in Group A’s opening encounter.
In the second game of the group, Vinmo Energy thrashed High Klass Sporting Club 3-1. Ibrahim Kazeem got a brace and Muyiwa Omogene scored another to top the group, while Pelewura Ifedayo scored the solitary goal for High Klass.  Related News   Good values will aid political stability – LASU  Prioritise values over political restructuring – Don  LASUED incorporates Yoruba language into general Nigeria studies   
In the only game of Group B, Joint FC defeated hard-fighting Badagry United 2-1, as Tosin Joel and Ninaaku Okine scored for Joint, while Jimoh Mubarak scored for Badagry United.
Matches played so far, indicates a very tense and competitive championship, as the teams remain upbeat about their chances to pick the conference’s sole ticket. Games continue Wednesday at the same venue at LASU Stadium, Ojo.",https://cdn.punchng.com/wp-content/uploads/2023/10/24010522/1XBet.jpg
sports,Runsewe urges kids to build careers in golf,"President, Nigeria Golf Federation, Otunba Olusegun Runsewe, has admonished kids to take advantage of the Awa Ibraheem Junior Open Golf Championship to brighten their future in sports and education. S...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/runsewe-urges-kids-to-build-careers-in-golf/,Agency Report,"President, Nigeria Golf Federation, Otunba Olusegun Runsewe, has admonished kids to take advantage of the Awa Ibraheem Junior Open Golf Championship to brighten their future in sports and education.
Speaking on Sunday at the 10th  presentation ceremony of the competition at the Ikeja Golf Club, Lagos, Runsewe commended Dr Awa Ibraheem for his foresight in building the future of Nigerian children through golf.
Runsewe described the competition, which coincided with the 70th birthday of Dr Ibraheem “as the enabling environment created for the kids to thrive.”
The NGF president stated, “Alhaji Awa Ibraheem is a detribalised Nigerian who has seen why we need to build in the future of this great country.


    Related News   Transfer deadline: 10 players who saw their careers collapse after switching teams   Ojude Oba: Runsewe lauds festival, Awujale demands road rehabilitation  Golf: Taylor wins Canadian Open   
“The children are the future of this great country; the President, senators, representatives and ministers of the country tomorrow are among these children, hence, if we are wishing the best for this great country, we must connect with the children.”
Runsewe added, “Sometime ago I was in New York trying to bring Tiger Woods to Nigeria, I saw him doing what Alhaji Awa Ibraheem is doing today in Nigeria.
“For 11 years this great patriot of Nigeria has been celebrating his birthday by touching the lives of young golfers by developing a new strategy to bringing new dynamism to golf.”      
Highlight of the occasion was the presentation of prizes and awards to winners and deserving personalities and the accompanying scholarships announcement of N300,000, N200,000 and N150,000 to the first, second and third-place winners respectively.",https://cdn.punchng.com/wp-content/uploads/2023/04/15121857/Chief-Olusegun-Runsewe.jpg
sports,UCL: Sadiq targets first goal in 416 days,"Super Eagles striker, Umar Sadiq, will be desperate to end his goal drought of 416 days which dates back to September 3, 2022, when he features for Real Sociedad in their UEFA Champions League game aw...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/ucl-sadiq-targets-first-goal-in-416-days/,  Johnny Edward,"Super Eagles striker, Umar Sadiq, will be desperate to end his goal drought of 416 days which dates back to September 3, 2022, when he features for Real Sociedad in their UEFA Champions League game away at Benfica on Tuesday (today), PUNCH Sports Extra reports.
Sadiq last scored against Atletico Madrid and has not found the back of the net in the 11 games he has played since he returned from a cruciate ligament injury.
The Nigerian has made 10 substitute appearances so far this season for Real Sociedad, the Spanish side will hope their striker adds to his tally in the encounter as they hope to maintain their lead in Group D having recorded a win and a draw from their opening two games.
Expressing his excitement about playing in the competition, Sadiq told Omasports, “It’s a dream for every footballer and I’m living my dream. I hope to score in the tournament as well.”


  
The La Liga side will be buoyed by a 2-0 victory over Salzburg on matchday two.  Related News   Boniface breaks Bundesliga record, says he 'should have scored more'  Fernandes uninterested in Ronaldo’s goal debate  Makinwa hopeful of Sadiq’s early return   
La Real had Mikel Oyarzabal and Brais Mendez’s goals in the opening 30 minutes to thank for the early advantage and they held on until the final whistle.
That triumph was Sociedad’s first Champions League group-stage victory since defeating Galatasaray in September 2003 (they got one point from 18 in the 2013-14 group phase).      
The San Sebastian side travel to Lisbon looking to continue their unbeaten run in this season’s competition, but they must prepare for a barrage from a motivated side backed by the home support at Estadio da Luz.
While the unconvincing 1-0 victory over Real Mallorca last Saturday does little for optimism, La Real’s ambition to progress from Group D should fuel them at Benfica.",https://cdn.punchng.com/wp-content/uploads/2023/09/01192818/Sadiq-Umar.jpeg
sports,"Google, others celebrate Yekini’s posthumous 60th birthday","Rashidi Yekini may have died since May 4, 2012, but that did not stop Google Doodle along with other Nigerians celebrating the 60th posthumous birthday of Nigerian football legend, Rashidi Yekini, on ...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/google-others-celebrate-yekinis-posthumous-60th-birthday/,  Peter Akinbo,"Rashidi Yekini may have died since May 4, 2012, but that did not stop Google Doodle along with other Nigerians celebrating the 60th posthumous birthday of Nigerian football legend, Rashidi Yekini, on Monday, The PUNCH reports.
Yekini is Nigeria’s all-time top scorer with 37 goals and represented the country in seven major tournaments, including two World Cups, where he scored the country’s first-ever goal in the competition in the United States in 1994, the Olympic Games and the AFCON.
Google celebrated the late icon by creating a doodle of the man who scored Nigeria’s first ever World Cup goal in 1994.
Nicknamed the ‘Goalsfather’, Yekini is Nigeria’s top goalscorer with 37 goals and is widely considered as one of the greatest African strikers of all-time.


  
A number of Nigerians, alongside Google, took to social media to celebrate the fallen striker.
Google in Africa, on their verified account, @googleafrica tweeted, “Today, we’re honouring the legacy of Rashidi Yekini on his 60th birthday with a special Doodle. Nigeria’s all-time top striker, his passion and iconic World Cup goal celebration left an indelible mark on the world of football.”
Nigerian writer and columnist, Japheth Omojuwa, hailed Yekini, stating, “King Rashidi Yekini. The gold standard for the No.9 position in Super Eagles history.”        Related News   Yekini’s posthumous  60th birthday: Top10 moments of the ‘Goalsfather’  Google faces Japan anti-trust probe  Social media regulation: We are engaging Google, TikTok, says NBC   
A fan, Omotayo Olokede, posted Yekini’s iconic goal — Nigeria’s first at the World Cup in 1994 — and celebration against Bulgaria to mark the occasion with the caption, “A Goal to Remember. Rashidi Yekini… A Legend.”
Nigerian journalist Oluwashina Okeleji also praised Yekini, adding that he would always be remembered for his contributions to Nigerian football.
“Today would’ve been Baba Yekini 60th birthday, happy Birthday Goalsfather. There was pride in his achievements, sadness at his death and anger at the way he had been treated by some. The memories will always be there,” Okeleji wrote.
Another fan, Rayo Kasali revealed that Yekini was his first football idol, saying, “Happy Birthday to my very first football idol — King Rashidi Yekini. He would have been 60 today! Rest on, legend!”
The 1993 African Footballer of The Year’s professional career, which spanned more than two decades, saw him play in eight countries.
Ye-King, as he was also fondly called, had a blistering goals-laden club career. He scored 45 league goals in 53 games for his first club Shooting Stars, 80 goals in 100 games for Abiola Babes, 112 goals in 130 games for Ivorian giants Africa Sports, 94 goals in 148 games for Portuguese side Setubal and many more.",https://cdn.punchng.com/wp-content/uploads/2023/10/23134739/Yekini.jpg
sports,Lagos FA crisis: Board to decide Oki’s fate today,"The fate of the Lagos State Football Association chairman, Fouad Oki, will be decided when the LSFA board members meet at their office on Ogunlana Drive, Surulere, Lagos on Tuesday (today), The PUNCH ...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/lagos-fa-crisis-board-to-decide-okis-fate-today/,  Johnny Edward,"The fate of the Lagos State Football Association chairman, Fouad Oki, will be decided when the LSFA board members meet at their office on Ogunlana Drive, Surulere, Lagos on Tuesday (today), The PUNCH reports.
Oki was suspended by the LSFA board last Tuesday for “gross misconduct” by a simple majority of five to four after a quorum was formed in a meeting.
Video footage showed Oki hitting at a camera meant to cover the meeting after he allegedly punched his vice chairman Liameed Gafar.
The board members had accused Oki of not attending the NFF Congress in September with no excuse and without the knowledge of the LSFA board. He was also accused of changing the association’s logo without the approval of the board and state congress.


  
They also faulted Oki for preventing clubs in Lagos —  in the Nigerian National League and the Nigeria Premier Football League — from streaming their home games on their respective social media platforms and mandating clubs in the state competing in the NNL to pay a fee of N500,000 for access to the Mobolaji Johnson Arena and N800,000 from clubs participating in the NPFL.
Our correspondent learnt that both Oki and Gafaar and members of the LSFA board were summoned to a meeting by the Lagos State Chief of Staff, Tayo Ayinde, last Thursday in a bid to resolve the lingering crisis rocking the body.  Related News   Jaiz Bank changes board, management  Nigeria Commodity Exchange reconstitutes board  NSE migrates four firms to growth board   
During the meeting, which reportedly lasted for about four hours, it was gathered that Ayinde asked Oki and Gafaar if they could continue to work together. While Oki agreed to continue to work in his position with his vice chairman, Gafaar, it was learnt, declined.      
Ayinde further relayed Governor Babajide Sanwo-Olu’s message to the duo, insisting that they must work together to develop football in the state. He also asked Gafaar what he wanted to be done to resolve the crisis.
Our correspondent further learnt that Gafaar demanded that the chairman (Oki) operated fairly with every member of the board and be considerate in his decisions as it affected football.
“It was a heated meeting where Gafaar and some board members bared their minds on what has been happening,” a board member, who spoke on condition of anonymity, told The PUNCH.
“The chairman pleaded to keep his place but that will be resolved on Tuesday (today). Three other board members who approved his suspension last Tuesday said at the meeting that they could not continue with their decision against Oki.
“So, we await what happens from the meeting but I hope the chairman rescinds the poor football decisions he made, which can affect the growth of the game and the emerging clubs in Lagos in the long term.”",https://cdn.punchng.com/wp-content/uploads/2023/10/17222331/Fouad-Oki.jpg
sports,Edo Queens in flying start at BOWFT,"Hosts Edo Queens on Monday started the third edition of the Betsy Obaseki Women’s Football Tournament on a victorious note, defeating Naija Ratels of Abuja 3-0 at the Samuel Ogbemudia Stadium, Benin...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/edo-queens-in-flying-start-at-bowft/,Agency Report,"Hosts Edo Queens on Monday started the third edition of the Betsy Obaseki Women’s Football Tournament on a victorious note, defeating Naija Ratels of Abuja 3-0 at the Samuel Ogbemudia Stadium, Benin City.
Edo missed several scoring chances in the first half as the Ratels goalkeeper made some wonderful saves before Chioma Olise broke the deadlock in the 41st minute to put Edo ahead.
Edo piled more pressure on their opponents from Abuja, which resulted to the second goal scored by Suliat Abideen five minutes after the break, before captain Emem Essien wrapped up the emphatic win in the 67th minute with the final goal of the game.
The best player of every game of the 2023 BOWFT Abideen was given a DSTV decoder courtesy of Tony Umerah, while the initiator of the tournament and wife of the Edo State Governor, Betsy Obaseki, made the presentation.


  
Betsy Obaseki expressed satisfaction with the standard of the match and commended Edo Queens for the victory.
“I want to thank the girls for a good job and defeating their opponents despite missing several scoring chances. I am satisfied with the officiating in the game, as the officials have showed high level of professionalism. I expect them to win this cup this year. We have a strong team and expect them to win.”  Related News   Edo Queens, Ratels clash in N60m BOWFT opener  Edo prepares for BOWFT 2023 pre-season tourney  Super Six: Falode dismisses Edo Queens ‘favourites’ tag   
While declaring the tournament open Obaseki charged the 13 participating teams in the spirit of sportsmanship.      
“This tournament is recognised by FIFA and happens to be the only one in Africa. Every year, as we organise the competition, we seek to address social vices affecting the girl-child.
“The first year, we fought against human trafficking, the second edition it was against drug abuse and this third edition we are fighting to stop gender-based violence.”
She added, “We thank you all for taking time to join us at this tournament. We have a whole week for the tournament which will come to an end by the 31st of this month. On the last day of the tournament, we would be having a seminar where experts will be invited to talk to the girls on gender based violence.
Guests at the event include the Edo State Head of Service, Anthony Okungbowa; Speaker of the Edo State House of Assembly, Blessing Agbebaku and other members of the State House of Assembly, commissioners and other top government functionaries.",https://cdn.punchng.com/wp-content/uploads/2023/10/23215352/Gov-Obaseki-and-wife-Betsy.jpg
sports,Oparanozie hints at career in UFC,"Ex-Super Falcons star Desire Oparanozie has said she may consider a career in the Ultimate Fighting Championship, popularly known as UFC, now that she is retired from playing football, PUNCH Sports Ex...","<span class=""post-date""> 24th October 2023 </span>",https://punchng.com/oparanozie-hints-at-career-in-ufc/,  Ebenezer Bajela,"Ex-Super Falcons star Desire Oparanozie has said she may consider a career in the Ultimate Fighting Championship, popularly known as UFC, now that she is retired from playing football, PUNCH Sports Extra reports.
She teasingly made this known during an event tagged ‘off in style’ which was put together to celebrate her retirement.
Oparanozie last month brought an end to her illustrious career after she announced her retirement from both country and club football at the age of 29.
The forward called time on a glittering career that saw her win the Women’s Africa Cup of Nations four times, play at the World Cup four times. She also had a bus stop named after her in France, following her heroics at Guingamp.


  
Before her retirement, Oparanozie made 35 appearances for the Super Falcons and scored 22 goals.
The Owerri-born striker started her football journey in the Nigerian Women’s League with Bayelsa Queens, before moving on to Delta Queens in 2010, from where her adventure to Europe began on loan to Turkey.
Oparanozie last played for Chinese Women’s Super League club Wuhan Jianghan University for the 2022 season, before she bowed out after injuries ravaged the latter part of her career.      
Now away from the pitch, the 29-year-old, while not so serious about her next move, hinted that she could venture into UFC.  Related News   Usman suffers third straight UFC defeat  Jones backs Adesanya over UFC break  Adesanya takes UFC break   
“I would love to try out UFC one day now that I am retired from football,” she said.
The 29-year-old was part of the Falcons squad that featured at the 2023 FIFA Women’s World Cup in Australia and New Zealand.
It was her fourth appearance at the World Cup after making her debut at the 2011 edition in Germany.
While people were rooting for her to lead Nigeria to next year’s Olympics in Paris, Oparanozie announced her retirement, much to the disappointment of many fans.
The former Bayelsa Queens striker admitted that she left the game early but was pleased with her decision.
“It was something I had thought all over, I know I left the game early and I have not really had the opportunity to apologise to my fans.        
“It is something that is definitely going to happen but a lot of people are not happy that I left the game too early but I want to thank them for the love they showed me.”
Oparanozie was recently made an honourary member of the Imo State Football
Association.",https://cdn.punchng.com/wp-content/uploads/2023/09/13111601/Desire-Ugochi-Oparanozie.jpeg
